企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡易房置业顾问有限公司阳光分公司,江苏,无锡市,91320213MA1UQKJ389,王云燕,有限责任公司分公司,2010-11-02,,无锡市红星路236号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务;展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-85739582；0510-85740763；0510-85731921；0510-82731676；
无锡市大千汽车租赁有限公司,江苏,无锡市,,张永升,有限责任公司,2012-11-27,30万人民币元,无锡市洛社镇锦绣苑5-4,,许可经营项目：无 一般经营项目：汽车租赁；婚庆礼仪服务；投资管理咨询（不含证券、期货类）；房产中介服务（上述范围涉及专项审批的，经批准后方可经营）。,,,
无锡中茂投资咨询有限公司,江苏,无锡市,,邢必成,有限责任公司(自然人独资),2012-02-13,10万人民币元,无锡市中山路159-1502,,许可经营项目：无 一般经营项目：投资信息咨询（不含证券、期货）、经济贸易咨询、房产信息咨询服务；计算机系统集成服务。（上述经营范围涉及专项审批的，经批准后方可经营）*,,,
无锡易房置业顾问有限公司沁园新村分公司,江苏,无锡市,91320213MA1UQJ1068,王云燕,有限责任公司分公司,2014-03-10,,无锡市沁园新村58号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务;物业管理(凭有效资质证书经营);展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82701818；
无锡梁溪招商信息平台有限公司,江苏,无锡市,,王晓兰,有限责任公司,2008-08-05,108万人民币元,无锡市梁溪路8号,,招商信息咨询服务；工商登记代理服务；受托资产管理（不含国有资产）；房产信息咨询服务；科技信息咨询；会务服务；装饰装潢服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,13093087020,
江苏苏南万科物业服务有限公司无锡分公司,江苏,无锡市,913202115884428109,王琢珺,有限责任公司分公司,2011-12-14,,无锡市万科魅力之城一区A5商业街80-2,wangk07@vanke.com,"物业管理;物业管理咨询;商务信息咨询;房地产营销策划及销售、代理;房产中介;绿地养护;家政服务;保洁服务;与物业管理相关的房屋及楼宇机电设备的维修、养护。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",http://www.vanke.com/propertymanagement.aspx,18352536691,13912614061；0510-85067171；15151406867；15806172380；
无锡友盛投资管理有限公司,江苏,无锡市,,张津,有限责任公司,2009-11-12,300万人民币元,无锡蠡园开发区06-4地块写字楼（滴翠路100号）B幢10楼,,许可经营项目：无 一般经营项目：利用自有资金对外投资；投资咨询（不含证券、期货类）；房产经纪、咨询服务；经济贸易咨询服务。上述经营范围中涉及专项审批的待批准后方可经营。,,0510-82737121,
无锡易房置业顾问有限公司桑达园分公司,江苏,无锡市,91320205MA1URRQ37Q,王云燕,有限责任公司分公司,2012-08-17,,无锡市锡山区东亭桑达园小区109号102,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务;物业管理;展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-81011095；0510-82731676；
无锡市冠崴企业管理咨询服务有限公司,江苏,无锡市,,丁琳,有限责任公司,2002-08-14,10万人民币元,无锡市金海里新村14号第三间（第二层）,,企业管理咨询及培训服务（不含发证）、经济信息咨询服务、房产信息的经纪服务、产品测试的咨询服务、提供家务服务。（凡涉及专项审批的凭许可证经营）,,,
北塘区聚佳房产中介服务部,江苏,无锡市,,吴佳,个体工商户,2013-10-18,1万人民币元,无锡市北塘区新惠园33号,,许可经营项目：无 一般经营项目：房产中介服务。（以上经营范围涉及专项审批的，经批准后方可经营）*,,15852532725,
滨湖区雪雪房产信息咨询服务部,江苏,无锡市,92320211MA1Q21EM5P,张雪,个体工商户,2017-08-08,2万人民币元,无锡市华庄街道落霞苑商业街38号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
梁溪区弘益房产信息咨询服务部,江苏,无锡市,92320213MA1PY08U3H,姚莉,个体工商户,2017-07-20,5万人民币元,无锡市广源路尤渡苑60号-90,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区钱桥诚悦房产信息咨询服务部,江苏,无锡市,92320206MA1P24EU83,时群英,个体工商户,2009-09-14,3万人民币元,无锡市钱桥新街振兴路13号,,房产信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
梁溪区杨芙蓉房产中介服务部,江苏,无锡市,92320213MA1Q0Y0X5F,杨芙蓉,个体工商户,2017-08-01,5万人民币元,无锡市清扬路27号808室,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区长安建日房产信息咨询服务部,江苏,无锡市,,顾星,个体工商户,2011-04-07,3万人民币元,无锡市惠山区长安街道奥林匹克花园200单元1号,,房产信息的咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
北塘区贷管家房产信息咨询服务部,江苏,无锡市,,徐月妹,个体工商户,2013-04-25,1万人民币元,无锡市春申路47-13（303室）,,房产信息咨询服务；家务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区长安徐丽房产信息咨询服务部,江苏,无锡市,,徐丽,个体工商户,2016-06-02,30万人民币元,无锡市惠山区长安街道春城花园560-Z1-10,,房产信息咨询服务.（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
梁溪区一房通房产中介服务部,江苏,无锡市,92320213MA1UQ36H3D,林二宁,个体工商户,2017-12-14,10万人民币元,无锡市龙塘家园283-29-1号,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
滨湖区嘉德房产中介信息服务部,江苏,无锡市,92320211MA1NB2LGXN,肖扬,个体工商户,2017-01-17,5万人民币元,无锡市滨湖区稻香市场中片区4号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,15995202664,
无锡宜居联盟文化传媒有限公司,江苏,无锡市,,赵峰,有限责任公司,2009-07-09,50万人民币元,无锡市永定巷1-2003,,企业管理咨询、房产信息咨询、投资咨询(不含证券、期货);为酒店餐饮企业提供管理服务、会务服务、展览展示服务、培训服务(不含发证、不含国家统一认可的执业证书类培训);物业管理;装饰装潢工程的设计及施工;建筑材料、装潢材料、家具、五金交电、服装、家庭用品的销售;家用电器、卫生洁具、音响设备的销售、安装。(依法须经...,,18906312769,18602545678；
无锡市北塘区维力经济信息咨询服务部,江苏,无锡市,,胡健,个体工商户,2008-05-30,1万人民币元,无锡市红光村任巷6号,,房产中介、经济信息咨询服务。,,,
无锡市南长区大海贸易公司经济技术信息咨询服务部,江苏,无锡市,,曾如海,集体分支机构(非法人),1994-12-27,,健康路114号,,经济技术信息咨询服务，房产信息咨询服务。,,,
无锡市大福投资咨询有限公司,江苏,无锡市,,陈金民,有限责任公司,2011-04-15,10万人民币元,无锡市锡山区东亭桑达园小区67号,,许可经营项目：无 一般经营项目：投资信息咨询服务（不含证券和期货）、房产信息咨询服务、经济贸易咨询服务。（上述经营范围涉及行政许可的凭有效许可证明经营。,,,
无锡市华硕工商事务代理有限公司,江苏,无锡市,,张春波,有限责任公司,2009-03-16,3万人民币元,无锡市北大街32-501,1053918796@qq.com,"许可经营项目:无 一般经营项目:企业登记注册事务代理、商标注册代理、房产信息咨询服务。(以上经营范围需国家专项审批的,经批准后方可经营)*",,15190319911,
无锡市黄巷美尔琴信息咨询有限公司,江苏,无锡市,,黄柏寿,有限责任公司,2008-02-27,51万人民币元,无锡市北塘区民丰路10—3,,房产中介、家庭服务、装饰装潢服务（不含资质）（以上经营范围涉及专项审批的凭许可项目经营）*,,,
无锡市海泰计算机网络工程有限公司新区分公司,江苏,无锡市,,焦坚伟,有限责任公司分公司,2001-07-13,,无锡市新区旺庄路90号,,计算机及配件的销售、维修；工业自动化设备的销售、安装、维护、通信设备（不含发射装置）、电子元器件的销售；房产信息中介咨询服务、经济信息咨询服务。（上述范围涉及国家专项审批的，经批准后含证方可经营）,,,
梁溪区沁园新村永利房产中介服务部,江苏,无锡市,92320213MA1NPH176G,杨欢欢,个体工商户,2017-04-05,7万人民币元,无锡市沁园新村141-3-101号,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区玉祁富贵房产中介服务部,江苏,无锡市,92320206MA1PA3J136,姜晓丽,个体工商户,2017-06-28,1万人民币元,无锡市惠山区玉祁街道湖畔花城73-606,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
南长区辉煌房产中介服务部,江苏,无锡市,,吕高莹,个体工商户,2012-06-27,3万人民币元,无锡市苏锡路52-9（东）,,房产中介服务。（上述经营范围涉及许可证、专项审批的，经批准取得有效证件后方可经营）*,,13218796886,
崇安区宝居房产中介服务部,江苏,无锡市,,左益群,个体工商户,2010-12-20,10万人民币元,无锡市崇安区金科观庭商业B幢6-2单元-1层,,房产中介的服务。（经营范围涉及专项审批的，经批准后方可经营）*,,,
梁溪区仁华房产中介经营部,江苏,无锡市,92320213MA1T5B4M8R,尤扣平,个体工商户,2017-10-23,3万人民币元,无锡市锡沪西路515号,,"房产中介服务,职业中介服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡金挚通贸易有限公司,江苏,无锡市,91320211MA1NG2HX03,虞鉴琼,有限责任公司(自然人独资),2017-03-01,500万人民币元,无锡市滨湖区华庄街道水乡苑92-26二楼,,"服装、服饰、鞋帽、箱包、家庭用品、母婴用品、汽车及配件、预包装食品(含冷藏冷冻食品)、保健食品、建材、金属材料、金属制品、塑料制品、橡胶制品、电子产品、机械配件、通讯设备(不含卫星广播电视地面接收设施及发射装置)...旅游、房产信息软件的设计、开发及销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡市富达物业管理有限公司,江苏,无锡市,91320211783385380X,杨晓东,有限责任公司,2006-01-09,50万人民币元,无锡市滨湖区太湖街道锡南路118号,jswxyxd@163.com,"物业管理;经济信息咨询服务;家务服务;绿化服务;清洗服务;礼仪庆典服务;会务服务;房地产信息咨询及房产中介服务;河道湖泊治理;土壤修复工程的施工;生态湿地修复与保护;市政工程、装饰装潢工程、园林绿化工程的设计、施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68001585,13093095558；0510-68001588；0510-68001588-8808；
无锡尚左广告传媒有限公司,江苏,无锡市,913202023238764616,陈其万,有限责任公司,2014-12-09,100万人民币元,无锡市广丰二村19-12,81415097@qq.com,"设计、制作、代理和发布国内广告业务;企业营销策划、企业形象策划;婚庆礼仪服务、摄影服务、电脑加工图片服务、会务服务、展览展示服务、翻译服务;组织策划文化艺术交流活动;计算机网络技术的服务;房产经纪;文具用品、办公用品、工艺品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18888045600,13395135910；15961721386；
无锡分享信息咨询有限公司,江苏,无锡市,,丁小祥,有限责任公司,2007-09-03,50万人民币元,无锡市南长区清扬路91-99(单号)6005室,,许可经营项目:无 一般经营项目:经济贸易咨询、企业管理咨询、市场营销策划、教育培训(不含发证)、房产中介、房地产信息咨询的服务;针纺织品、计算机、软件及辅助设备销售,,,
无锡盈富汇投资咨询有限公司,江苏,无锡市,,许汉林,有限责任公司,2009-06-17,10万人民币元,无锡市汉昌北街52-402,,许可经营项目：无。一般经营项目：投资咨询服务（不含证券、期货）、房产信息咨询、经济贸易咨询服务。（上述经营范围涉及专项审批的，经批准后方可经营）*,,,
无锡市裕健经济贸易发展有限公司裕康分公司,江苏,无锡市,,夏英,有限责任公司分公司,1998-04-08,,无锡市中市桥上塘街17号102室,,金属材料（不含贵金属），化工产品及原料（不含危险品），医疗器械，磁性保健用品，服装，劳保用品，百货，礼品，营养滋补品（不含药类），土特产的销售，礼仪服务，经济信息及房产中介咨询服务。,,,
无锡格莱斯电子科技有限公司,江苏,无锡市,91320213MA1Q1DQ41H,王青润,有限责任公司(自然人独资),2017-08-03,50万人民币元,无锡市梁溪区红星路8号319-3,wangqingrun88@163.com,"电子产品、计算机、软件及辅助设备的技术开发;设计、制作、代理发布各类广告;信息系统集成服务;市场营销策划;日用品、服装、五金产品、电子产品、仪器仪表、办公设备的销售;货币专用设备的销售、租赁(不含融资租赁)、维修;...企业管理咨询、房产中介、物业管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13771071898,
无锡惠钰信息咨询服务有限公司,江苏,无锡市,91320205MA1NA1KH30,朱惠娟,有限责任公司,2017-01-10,10万人民币元,无锡市锡山经济技术开发区凤威路2号,503680761@qq.com,"企业信息咨询、经济信息咨询、商务信息咨询服务(不含投资咨询);工商代理注册服务;会务服务;展览展示服务;电脑图片加工服务;房产经纪服务;汽车租赁服务;房屋租赁服务;企业营销策划;办公用品、化妆品、消防器材、工艺品、针纺织品、服装的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88263339,
无锡鸿祥投资有限公司,江苏,无锡市,,沈晓峰,有限责任公司,2012-05-16,100万人民币元,无锡市滨湖区锦溪路100号,1607886833@qq.com,许可经营项目：无 一般经营项目：利用自有资金对外投资；投资咨询服务（不含证券、期货）；经济信息咨询；房产中介服务。上述经营范围中涉及专项审批的待批准后方可经营*,,13961789958,0510-83580228；
无锡广海新能源科技有限公司,江苏,无锡市,91320213MA1QF1NDXU,卢熀桥,有限责任公司(自然人独资),2017-09-04,100万人民币元,无锡市梁溪区红星路216号内1715,15161039632@163.com,"新能源的技术开发、技术转让、技术咨询、技术服务;太阳能电池、光伏设备及元器件的技术开发、销售;太阳能电站的设计;光伏电站建设、维护;分布式光伏发电;...房产经纪;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15161039632,
崇安区爱屋房产咨询服务部,江苏,无锡市,,黄龙,个体工商户,2014-03-21,5万人民币元,无锡市新明西路510-1号,,许可经营项目：无。一般经营项目：房产信息咨询服务。（经营范围涉及专项审批的，经批准后方可经营）*,,18006191955,
梁溪区柠檬房产中介服务部,江苏,无锡市,92320213MA1ND15L7N,顾鑫,个体工商户,2017-02-10,10万人民币元,无锡市金城路店面856号,,房地产中介服务；房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
滨湖区优城房产信息咨询服务部,江苏,无锡市,92320211MA1P3MY8X5,王威,个体工商户,2017-05-31,5万人民币元,无锡市华庄街道公园路20号,,"房产信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
梁溪区金相邻房产中介信息咨询服务部,江苏,无锡市,92320213MA1PD9EKX9,唐伟明,个体工商户,2017-07-13,10万人民币元,无锡市风华里38号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,15370213912,
惠山区长安苏龙房产信息咨询服务部,江苏,无锡市,92320206MA1Q1H442Q,苏龙,个体工商户,2017-08-04,1万人民币元,无锡市惠山区惠源路205号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
无锡众盟物业管理有限公司,江苏,无锡市,91320205MA1UUFT80T,刘广金,有限责任公司,2018-01-04,50万人民币元,无锡市锡山经济开发区芙蓉中三路138号,,"物业管理服务;房屋租赁;房产经纪服务;保洁服务;会务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡恩滋实业有限公司,江苏,无锡市,91320213MA1UY5QW2U,曹加健,有限责任公司,2018-01-23,1000万人民币元,无锡市梁溪区五星家园633-14,,房产中介服务;房产信息咨询;会议及展览服务;婚庆礼仪服务;婚姻服务;护理服务(不含医疗性和康复性护理);保健按摩服务(不含医疗性质);营养健康咨询(不含医疗性质);代订客房;代客租车;国内旅游业务;出境旅游业务;入境旅游业务;信息技术咨询服务;利用非机动车提供餐饮配送服务;为餐饮企业提供管理服务;专业化设计服务。(依法须...,,,
无锡市新区金首经济信息咨询部,江苏,无锡市,,张孜静,个体工商户,2008-03-04,1万人民币元,无锡市梅村香梅花园88-6号,,经济信息、房产信息咨询服务。,,18921286522,
无锡天朗文商旅投资管理有限公司,江苏,无锡市,91320200083189805U,张淇杰,有限责任公司（法人独资）,2013-11-20,1000万人民币元,无锡市南长区南禅寺商城30、30-1、30-2二楼,,"利用自有资产对外投资;投资管理;组织文化交流活动;会务服务;展览展示服务;物业管理(凭有效资质证书经营);旅游管理服务;...房产经纪;餐饮管理;服装、摄影器材的出租、销售;针纺织品、办公用品、家具、珠宝首饰的销售;百货的零售;企业形象设计(不含广告)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13818668602,0510-85053566；0510-85056566；
梁溪区八八房产中介服务部,江苏,无锡市,92320213MA1NM3XU36,陈建军,个体工商户,2016-10-10,30万人民币元,无锡市民丰西苑265、266号（二楼）,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区长安诺家房产信息咨询服务部,江苏,无锡市,92320206MA1UQ6P70U,吴金龙,个体工商户,2017-12-14,10万人民币元,无锡市惠山区惠源路261号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区长安金品汇房产信息咨询服务部,江苏,无锡市,92320206MA1PY09Q7C,徐英,个体工商户,2017-07-20,50万人民币元,无锡市惠山区欣惠路140,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
梁溪区诚城房产信息咨询服务部,江苏,无锡市,92320213MA1NUM4330,袁浚炜,个体工商户,2017-04-25,5万人民币元,无锡市金星科技园1号楼第四层407室,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区长安蝶恋花房产信息咨询服务部,江苏,无锡市,92320206MA1P5D362L,胡伟,个体工商户,2017-06-07,3万人民币元,无锡市惠山区政和大道308 232,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区肖晨房产信息咨询服务部,江苏,无锡市,,季肖晨,个体工商户,2010-04-08,1万人民币元,无锡市惠山区堰桥街道天润园8-1号,,房产信息、家政服务、劳务、婚介礼仪咨询服务。（上述范围涉及国家专项审批的，经批准后方可经营）,,,
南长区南钰房产中介信息咨询服务部,江苏,无锡市,,杨锡南,个体工商户,2014-07-17,5万人民币元,无锡市通扬路28-1,,房产中介信息咨询服务，旅游信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区钱桥好家房产咨询服务部,江苏,无锡市,,陈丽华,个体工商户,2011-10-08,10万人民币元,无锡市钱桥振兴路4号-1,,房产咨询服务、二手房买卖租赁、新房代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,,
惠山区西漳长富房产信息咨询服务部,江苏,无锡市,92320206MA1P44AY6Q,高来鹏,个体工商户,2017-06-01,3万人民币元,无锡市惠山区堰桥街道天池路223,,"房产信息咨询服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
梁溪区鑫座房产信息咨询服务部,江苏,无锡市,92320213MA1R6WFJ4Q,陈品芬,个体工商户,2017-09-19,2万人民币元,无锡市新天地休闲广场1-901,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区前洲百顺房产中介咨询服务部,江苏,无锡市,,薛才英,个体工商户,2014-10-13,5万人民币元,无锡市惠山区前洲街道老农贸市场东区2号,,房产中介、经济信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区钱桥志海房产中介咨询服务部,江苏,无锡市,92320206MA1T8CMW3C,徐同银,个体工商户,2017-11-07,2万人民币元,无锡市惠山区钱桥花园路1号,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
佛山市佛奥物业服务有限公司无锡分公司,江苏,无锡市,91320214MA1NTKQB8L,荣家成,台、港、澳投资公司分公司,2017-04-20,,无锡新吴区震泽路18-3无锡软件园二期射手座A209室,,"物业管理,房产销售的策划及咨询服务,房地产中介服务,家政服务,园林绿化服务,体育球馆管理,游泳池管理,停车场经营管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡市登峰财经咨询有限公司,江苏,无锡市,,葛爱珠,有限责任公司,2002-09-25,10万人民币元,无锡市清扬路27号永丰大厦1207室,,经济信息咨询中介服务、财经信息咨询服务（不含专项审批许可项目）、企业管理咨询服务、提供培训服务（不含发证）、房产信息的经纪服务、提供家务服务。（以上经营范围涉及专项审批的经批准后方可经营）,,,
无锡凯诺投资管理有限公司,江苏,无锡市,,王利红,有限责任公司,2014-03-27,100万人民币元,无锡市北塘区春申路58-10E3,caolinlin@163.com,许可经营项目：无 一般经营项目：利用自有资金对外投资、投资管理咨询（不含证券、期货类）、企业管理咨询、企业营销策划、经济信息咨询、房产信息咨询、会展服务。,,18915335471,15335244995；
无锡苏格拉邸物业有限公司,江苏,无锡市,,谢紫薇,有限责任公司,2015-06-09,50万人民币元,无锡市北塘区中山路662-2715,13665175768@qq.com,"物业管理、园林绿化服务、房屋修缮、家务服务、清洗保洁服务、停车场服务、室内装饰装潢服务、搬运装卸服务、管道疏通服务、电梯及专用设备的维修;房产信息咨询、商务服务;建筑材料、卫生洁具、花卉、苗木的销售;百货的零售;花卉、苗木的租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13665175768,
无锡阿浦不动产咨询有限公司,江苏,无锡市,91320205MA1P36G49L,浦江,有限责任公司(自然人独资),2017-05-26,10万人民币元,无锡市锡山区安镇街道胶阳路2929号,635009348@QQ.COM,"代理房产买卖、房地产投资策划、劳务咨询、房地产评估咨询服务、房地产经纪代理、投资项目报批报建手续代理、建设项目社会稳定性评估咨询、物业管理、市场调查、经济贸易咨询(不含投资咨询)、会议服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13861872794,
无锡大润发房产中介服务有限公司,江苏,无锡市,,张淼,,,,,,,,,
无锡市北塘区联心社会家庭生活综合服务处,江苏,无锡市,,顾金荣,集体所有制,1996-07-12,3万人民币元,湖滨路38号,,家务中介服务、礼仪中介服务、房产信息中介咨询服务、经济信息咨询、中介服务。,,,
无锡易房置业顾问有限公司隆泉园分公司,江苏,无锡市,91320206MA1UTKRX0E,王云燕,有限责任公司分公司,2014-09-09,,无锡市惠山区盛岸西路374号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务;物业管理(凭有效资质证书经营);展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-83223151；
无锡易房置业顾问有限公司瑞星家园分公司,江苏,无锡市,91320211MA1UTK180P,王云燕,有限责任公司分公司,2014-03-13,,无锡市瑞星家园35-21号,2431779906@qq.com,"房产经纪服务;经济贸易咨询服务;家务服务;物业管理(凭有效资质证书经营);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-88209677；
无锡易房置业顾问有限公司绿洲花园分公司,江苏,无锡市,91320213MA1UR4725U,王云燕,有限责任公司分公司,2015-03-13,,无锡市北塘区兴源北路37号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务、物业管理(凭有效资质证书经营);展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82696207；
无锡天成文化体育服务有限公司,江苏,无锡市,91320214758960152M,徐霞,有限责任公司,2004-03-05,200万人民币元,无锡市新区汉江北路171-19号209室,21981516@qq.com,"体育运动的培训、推广;体育赛事的策划、组织、会务服务;组织开展户外体育活动服务;计算机及网络的软硬件的技术开发、技术服务及培训;教育、房产、旅游信息咨询服务;体育用品、射击、服装、文具用品、工艺品的零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",https://tianchengyd.tmall.com/,18605102711,0510-82851400；0510-85012878；
无锡博聚工业服务外包有限公司,江苏,无锡市,91320200MA1MHL1K93,徐柳明,有限责任公司(自然人独资),2016-04-07,500万人民币元,无锡市会岸路88-505-829(无锡光电新材料科技园内),,"以服务外包方式从事电力电子元器件的技术开发、技术转让、制造及检测服务;电子产品的技术开发、技术服务、技术转让、技术咨询;通用零部件、模具、电力电子元器件的制造、加工、销售;电子产品、通讯及广播电视设备(不含卫星...房产经纪服务;装饰装潢服务;日用品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
惠山区长安孟凡伯房产信息咨询服务部,江苏,无锡市,92320206MA1RA91D5Q,程亭亭,个体工商户,2017-10-13,50万人民币元,无锡市惠山区橡树湾邸26,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
滨湖区豪堃房产中介服务部,江苏,无锡市,92320211MA1N1PWW9W,潘润,个体工商户,2016-12-05,2万人民币元,无锡市华庄街道瑞景道199号商业广场二楼,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区堰桥胡福房产信息咨询服务部,江苏,无锡市,92320206MA1T5PEA14,过丽,个体工商户,2017-10-24,20万人民币元,无锡市惠山区堰桥街道曙明路15号,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区阳山镇沸腾房产中介服务部,江苏,无锡市,92320206MA1QFEXQ5B,刘小玉,个体工商户,2017-09-06,0.5万人民币元,无锡市惠山区阳山镇新渎社区1号,,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
惠山区玉祁海兴装璜装饰信息服务部,江苏,无锡市,,高铖,个体工商户,2009-11-17,50万人民币元,无锡市惠山区玉祁街道曙光村,,装璜装饰信息咨询服务，房产信息咨询、房产中介服务。（上述范围涉及国家专项审批的，经行政许可后方可经营。,,,
惠山区长安泰禾房产信息咨询服务部,江苏,无锡市,92320206MA1QG4XP5R,戴伟,个体工商户,2017-09-11,20万人民币元,无锡市惠山区雁归路46-4,,房产信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
南长区金溢辰房产中介服务部,江苏,无锡市,,王升琴,个体工商户,2015-01-26,5万人民币元,无锡市南长区五星家园230-9号,,房产中介、经济信息咨询、家庭服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,13814241815,15995206738；
无锡盈丰企业管理服务有限公司,江苏,无锡市,91320202MA1MMP8Q0M,李婷,有限责任公司,2016-06-13,50万人民币元,无锡市学前东路789-7165,,"为企业提供管理服务;培训服务(不含发证,不含...房产经纪;企业营销策划、会议及展览服务、公司礼仪服务、文化策划创意服务、清洁服务、电脑加工图片服务、组织策划文化艺术交流活动;设计、制作、代理和发布各类广告;计算机软硬件的技术开发、技术服务;信息系统集成服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13616188291,
江苏清和红投资有限公司,江苏,无锡市,91320200MA1NJ71W0W,徐建红,有限责任公司,2017-03-10,1000万人民币元,无锡市太湖西大道1890-704,HongTEA_Service@163.com,"利用自有资产对外投资;企业营销策划、市场营销策划、会务服务、展览展示服务、企业管理咨询服务、市场调查、房产经纪、贸易信息咨询服务、文化艺术交流活动组织策划;工艺品、文化用品、电子产品、食品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,4008288877,
无锡济之鸿财务信息咨询有限公司,江苏,无锡市,,林元奇,有限责任公司,2010-11-16,50万人民币元,无锡市北塘区五爱北路99号2-45,,许可经营项目：无。一般经营项目：财务信息咨询服务；经济贸易咨询服务；企业管理咨询服务；房产信息咨询服务。（以上经营范围涉及国家专项审批的，经批准后方可经营）*,,,
